HGNC_symbol	ENSTranscript
DUPD1	ENST00000338487
CDY1B	ENST00000382407
TXNDC8	ENST00000374510
TSPYL6	ENST00000317802
HBM	ENST00000356815
OGDH	ENST00000443864
CAPNS1	ENST00000246533
RPLP2	ENST00000321153
FBLN2	ENST00000404922
OR52B2	ENST00000530810
OR8K5	ENST00000313447
OR4S2	ENST00000312422
NOMO2	ENST00000381474
OR4K1	ENST00000285600
OR8J3	ENST00000301529
AKAP2	ENST00000374525
NOMO3	ENST00000399336
OR4P4	ENST00000314612
TUSC1	ENST00000358022
ALG11	ENST00000521508
OR10AD1	ENST00000310248
OR2A12	ENST00000408949
OR2T2	ENST00000342927
OR52M1	ENST00000360213
OR4F4	ENST00000326183
CD200	ENST00000473539
OR13A1	ENST00000553795
C10orf90	ENST00000284694
ZNF813	ENST00000396403
C1orf168	ENST00000343433
ZNF740	ENST00000416904
CCDC144NL	ENST00000327925
ZCCHC16	ENST00000340433
ZNF774	ENST00000354377
FCRL6	ENST00000368106
FIGLA	ENST00000332372
RTP2	ENST00000358241
TMEM220	ENST00000341871
LEKR1	ENST00000356539
LIN28B	ENST00000345080
VHLL	ENST00000339922
AGMO	ENST00000342526
C7orf61	ENST00000332375
KRTAP5-2	ENST00000412090
ZNF705A	ENST00000359286
DBX2	ENST00000332700
PLEKHG7	ENST00000344636
RNASEK	ENST00000548577
GPR179	ENST00000342292
ZYG11A	ENST00000371528
ETV3L	ENST00000454449
TRIM67	ENST00000444294
MAP1LC3C	ENST00000357246
SPDYE3	ENST00000332397
STPG3	ENST00000388931
NRARP	ENST00000356628
FGFRL1	ENST00000510644
UMODL1	ENST00000408910
METRNL	ENST00000320095
LINGO4	ENST00000368820
SLC30A2	ENST00000374276
ITGA11	ENST00000315757
ANKRD34B	ENST00000338682
OR1B1	ENST00000304833
OR1J1	ENST00000259357
OR1J4	ENST00000340750
OR1L6	ENST00000304720
OR1L8	ENST00000304865
OR1M1	ENST00000429566
OR1N2	ENST00000373688
OR1S1	ENST00000309433
OR1S2	ENST00000302592
OR10A2	ENST00000307322
OR10A6	ENST00000309838
OR10G4	ENST00000320891
OR10G7	ENST00000330487
OR10G8	ENST00000431524
OR10H4	ENST00000322107
OR10H5	ENST00000308940
OR10J3	ENST00000332217
OR10J5	ENST00000334857
ST8SIA6	ENST00000377602
OR10Q1	ENST00000316770
OR10R2	ENST00000368152
OR10K1	ENST00000289451
OR10S1	ENST00000531945
OR10T2	ENST00000334438
OR10K2	ENST00000314902
OR10X1	ENST00000368150
OR10Z1	ENST00000361284
OR11H4	ENST00000315409
OR11H6	ENST00000315519
OR13C2	ENST00000542196
OR13C5	ENST00000374779
OR13C8	ENST00000335040
OR13D1	ENST00000318763
OR13F1	ENST00000334726
OR13H1	ENST00000338616
OR13J1	ENST00000377981
OR2A25	ENST00000408898
OR2AG1	ENST00000307401
OR2AG2	ENST00000338569
OR2AK2	ENST00000366480
OR2B11	ENST00000318749
OR2D3	ENST00000317834
OR2F2	ENST00000408955
OR2L2	ENST00000366479
OR2L3	ENST00000359959
OR2M2	ENST00000359682
OR2M3	ENST00000456743
OR2M5	ENST00000366476
OR2M7	ENST00000317965
OR2T12	ENST00000317996
OR2T10	ENST00000330500
OR2T29	ENST00000328570
OR2T33	ENST00000318021
OR2T4	ENST00000366475
OR2T5	ENST00000366473
OR2Z1	ENST00000324060
OR4C11	ENST00000302231
OR4C16	ENST00000314634
OR4C3	ENST00000319856
OR4C46	ENST00000328188
OR4C6	ENST00000314259
OR4D10	ENST00000530162
OR4D11	ENST00000313253
OR4D2	ENST00000545221
OR4D6	ENST00000300127
OR4D9	ENST00000329328
OR4K14	ENST00000305045
OR1I1	ENST00000209540
OR4K13	ENST00000315693
OR4K17	ENST00000315543
OR4L1	ENST00000315683
OR4M2	ENST00000332663
OR4N2	ENST00000315947
OR4N5	ENST00000333629
OR4S1	ENST00000319988
OR4X1	ENST00000320048
OR4X2	ENST00000302329
OR5A1	ENST00000302030
OR5AN1	ENST00000313940
OR5AR1	ENST00000302969
OR5AU1	ENST00000304418
OR5B12	ENST00000302572
OR14I1	ENST00000342623
OR5D14	ENST00000335605
OR5K1	ENST00000332650
OR5K2	ENST00000427338
OR5L1	ENST00000333973
OR5L2	ENST00000378397
OR5M1	ENST00000526538
OR5M10	ENST00000526812
OR5M3	ENST00000312240
OR5M9	ENST00000279791
OR5R1	ENST00000312253
OR5T1	ENST00000313033
OR5T2	ENST00000313264
OR5T3	ENST00000303059
OR51A2	ENST00000380371
OR51A7	ENST00000359350
OR51B6	ENST00000380219
OR51D1	ENST00000357605
OR51F1	ENST00000343430
OR51F2	ENST00000322110
OR51I2	ENST00000341449
OR51L1	ENST00000321543
OR51M1	ENST00000328611
OR51Q1	ENST00000300778
OR51S1	ENST00000322101
OR51T1	ENST00000380378
OR51V1	ENST00000321255
RPS3	ENST00000531188
OR52A5	ENST00000307388
OR52B4	ENST00000408920
OR52B6	ENST00000345043
OR52D1	ENST00000322641
OR52E2	ENST00000321522
OR52E4	ENST00000316987
OR52E6	ENST00000329322
OR52E8	ENST00000537935
OR52I1	ENST00000530443
OR52I2	ENST00000312614
OR52K1	ENST00000307632
OR52K2	ENST00000325719
OR52L1	ENST00000332249
OR52N2	ENST00000317037
OR52N4	ENST00000317254
OR52R1	ENST00000356069
OR52W1	ENST00000311352
OR56A4	ENST00000330728
OR56B1	ENST00000317121
OR56B4	ENST00000316529
OR6C1	ENST00000379668
OR6C76	ENST00000328314
OR6K6	ENST00000368144
OR6N1	ENST00000335094
OR6Q1	ENST00000302622
OR6T1	ENST00000321252
OR6X1	ENST00000327930
OR6Y1	ENST00000302617
OR7A10	ENST00000248058
OR7D4	ENST00000308682
OR7G1	ENST00000541538
OR7G2	ENST00000305456
OR8A1	ENST00000284287
OR8B12	ENST00000306842
OR8B4	ENST00000356130
OR8D4	ENST00000321355
OR8G5	ENST00000524943
OR8H1	ENST00000313022
OR8H2	ENST00000313503
OR8H3	ENST00000313472
OR8K3	ENST00000312711
OR8S1	ENST00000310194
OR8U1	ENST00000302270
OR8J1	ENST00000303039
TMEM198	ENST00000373883
LRRC55	ENST00000497933
OR9I1	ENST00000302610
OR9Q1	ENST00000335397
OR9G1	ENST00000312153
LRRC52	ENST00000294818
OR2J3	ENST00000377169
FRG2	ENST00000378763
OR5B21	ENST00000360374
OR4F29	ENST00000426406
OR4F3	ENST00000456475
OR2B3	ENST00000377173
OR1L3	ENST00000304820
OR1L4	ENST00000259466
OR1L1	ENST00000309623
OR51G1	ENST00000321961
OR51G2	ENST00000322013
OR11H1	ENST00000252835
OR4F17	ENST00000318050
OR4N4	ENST00000328795
OR9K2	ENST00000305377
OR5M11	ENST00000528616
OR4C12	ENST00000335238
CHD3	ENST00000380358
OR4A5	ENST00000319760
OR4A16	ENST00000314721
OR4A15	ENST00000314706
OR2AE1	ENST00000316368
OR4F16	ENST00000332831
OR6N2	ENST00000339258
OR6K2	ENST00000359610
OR10A7	ENST00000326258
OR6B1	ENST00000408922
OR5M8	ENST00000327216
OR9Q2	ENST00000311591
OR9G4	ENST00000302957
OR2AT4	ENST00000305159
OR6F1	ENST00000302084
OR2A1	ENST00000408951
OR51I1	ENST00000380211
OR52H1	ENST00000322653
OR5AK2	ENST00000326855
OR10V1	ENST00000307552
OR6M1	ENST00000309154
OR4F6	ENST00000328882
OR6K3	ENST00000368145
OR2A7	ENST00000493325
OR51A4	ENST00000380373
MAGED1	ENST00000375772
HNRNPL	ENST00000600873
PKP1	ENST00000367324
OR5H1	ENST00000354565
GPNMB	ENST00000381990
POTEG	ENST00000409832
DNM2	ENST00000355667
TTYH1	ENST00000376531
DAZ4	ENST00000440066
ACTR2	ENST00000377982
NFASC	ENST00000339876
YPEL2	ENST00000312655
KRTAP5-11	ENST00000398530
ZWINT	ENST00000361148
EBF3	ENST00000368648
HIST2H3A	ENST00000403683
OR10G3	ENST00000303532
OR10G2	ENST00000542433
OR8B3	ENST00000354597
OR8B2	ENST00000375013
OR5B3	ENST00000309403
OR4B1	ENST00000309562
OR2T6	ENST00000355728
PLCXD3	ENST00000328457
PKP4	ENST00000389757
OR5H6	ENST00000383696
OR2A2	ENST00000408979
OR5H2	ENST00000355273
OR4K5	ENST00000315915
OR4F5	ENST00000335137
OR4K15	ENST00000305051
OR13G1	ENST00000359688
OR5B17	ENST00000357377
OR6C74	ENST00000343870
OR10AG1	ENST00000312345
OR5J2	ENST00000312298
OR6C6	ENST00000358433
OR6C4	ENST00000394256
OR2T3	ENST00000359594
OR5D16	ENST00000378396
OR6C75	ENST00000343399
OR6C70	ENST00000327335
OR4M1	ENST00000315957
OR4K2	ENST00000298642
OR11G2	ENST00000357366
OR4F21	ENST00000320901
OR4A47	ENST00000446524
OR5H14	ENST00000437310
OR5H15	ENST00000356526
OR5K3	ENST00000383695
OR5K4	ENST00000354924
OR6C65	ENST00000379665
OR6C68	ENST00000548615
OR2T8	ENST00000319968
SF3B1	ENST00000414963
OR5B2	ENST00000302581
OR51B5	ENST00000300773
ITGB4	ENST00000450894
FPR2	ENST00000340023
GBA	ENST00000327247
NUMB	ENST00000555238
FAM21A	ENST00000282633
HAO2	ENST00000361035
ZNF835	ENST00000537055
ZNF780B	ENST00000434248
OR6B2	ENST00000402971
RYK	ENST00000296084
SEMA3B	ENST00000575064
JMJD8	ENST00000412368
KRTAP5-1	ENST00000382171
RPS3A	ENST00000274065
RBMY1J	ENST00000250831
RBMY1E	ENST00000382659
RBMY1D	ENST00000382680
RBMY1D	ENST00000382673
RBMY1B	ENST00000383020
FAM69A	ENST00000370310
LRRC37A2	ENST00000333412
SIAH1	ENST00000356721
MAPKAP1	ENST00000265960
FAM149A	ENST00000389354
WDR35	ENST00000345530
CR2	ENST00000367057
SPIN2B	ENST00000333933
TCEAL6	ENST00000372774
TCEAL6	ENST00000598476
LRRC18	ENST00000374160
SDC1	ENST00000381150
UHRF1BP1L	ENST00000356828
RPS4X	ENST00000316084
ODF2L	ENST00000359242
GOSR1	ENST00000225724
ATN1	ENST00000356654
CLEC6A	ENST00000382073
KLHL5	ENST00000261425
RESP18	ENST00000333527
C8orf48	ENST00000297324
FSD2	ENST00000541889
LKAAEAR1	ENST00000308906
C8orf22	ENST00000399653
IGIP	ENST00000333305
CARD17	ENST00000375707
GP2	ENST00000381362
ZNF599	ENST00000329285
ERV3-1	ENST00000394323
PLA2R1	ENST00000392771
GEMIN7	ENST00000270257
DUSP13	ENST00000491677
TRIM13	ENST00000378182
F8A2	ENST00000369505
F8A3	ENST00000369445
NWD1	ENST00000524140
LMBRD2	ENST00000296603
CDRT15	ENST00000420162
NKAPL	ENST00000343684
STH	ENST00000537309
PPP1R27	ENST00000330261
C3orf56	ENST00000398112
C1QTNF9B	ENST00000382137
SHISA2	ENST00000319420
CDHR4	ENST00000412678
C1orf186	ENST00000331555
CT45A5	ENST00000370724
SS18	ENST00000415083
IRGQ	ENST00000422989
IGFBPL1	ENST00000377694
C2CD4B	ENST00000380392
BUB3	ENST00000368858
RPS4Y1	ENST00000250784
COA5	ENST00000328709
AMY1B	ENST00000330330
AMY1C	ENST00000370079
AMY1A	ENST00000370083
C1QL4	ENST00000334221
UACA	ENST00000379983
SAXO2	ENST00000339465
TTC32	ENST00000333610
TMEM89	ENST00000330862
PRSS37	ENST00000350549
TRIM72	ENST00000322122
CISD2	ENST00000273986
CGGBP1	ENST00000309534
CCDC73	ENST00000335185
C4orf46	ENST00000379205
EID3	ENST00000527879
LAMTOR4	ENST00000341942
GPX8	ENST00000503787
C14orf180	ENST00000331952
TTLL9	ENST00000535842
STEAP3	ENST00000393108
PHOSPHO2	ENST00000359744
TMEM64	ENST00000458549
PIWIL3	ENST00000332271
MXRA7	ENST00000375036
TCHHL1	ENST00000368806
KIAA2022	ENST00000055682
SLC7A2	ENST00000494857
USP20	ENST00000358355
NUP58	ENST00000381736
KYAT3	ENST00000260508
CST9	ENST00000376971
TFIP11	ENST00000405938
EML1	ENST00000334192
CHAC2	ENST00000295304
RBPMS	ENST00000397323
CFAP58	ENST00000369704
ZNF121	ENST00000320451
C6orf226	ENST00000408925
TMCO2	ENST00000372766
SULT1C3	ENST00000329106
RAB19	ENST00000537763
FBXO47	ENST00000378079
SPDYC	ENST00000377185
FAT3	ENST00000409404
SLC35D3	ENST00000331858
CD200R1L	ENST00000398214
ZNF468	ENST00000390651
STK16	ENST00000409638
RPS5	ENST00000196551
GEMIN2	ENST00000250379
GRINA	ENST00000395068
PPP2CB	ENST00000221138
SH3D19	ENST00000304527
SLCO1B7	ENST00000421593
CDKL4	ENST00000378803
CLSTN1	ENST00000377298
CCT7	ENST00000398422
HS3ST6	ENST00000443547
SLX4IP	ENST00000334534
SPANXN3	ENST00000370503
PRAMEF4	ENST00000235349
C20orf202	ENST00000400633
SPANXN4	ENST00000446864
SPANXN1	ENST00000370493
SPANXN2	ENST00000370498
SPANXN5	ENST00000375511
LBX2	ENST00000460508
KIAA0930	ENST00000336156
C12orf29	ENST00000356891
USF3	ENST00000316407
B3GNTL1	ENST00000320865
LUZP2	ENST00000533227
TMEM230	ENST00000342308
HRNR	ENST00000368801
DNASE1L1	ENST00000369809
PKD1	ENST00000262304
ERMN	ENST00000397283
C20orf194	ENST00000252032
SYTL3	ENST00000360448
ZNF648	ENST00000339948
FAM168B	ENST00000409185
RIPPLY2	ENST00000369689
C10orf62	ENST00000370640
RPS6	ENST00000380394
ARHGAP28	ENST00000419673
IRAK1BP1	ENST00000369940
SHE	ENST00000304760
LRRC38	ENST00000376085
NRG3	ENST00000372141
ZNF766	ENST00000439461
CLVS2	ENST00000275162
PM20D2	ENST00000275072
TTC7B	ENST00000328459
PIK3R6	ENST00000311434
LELP1	ENST00000368747
RNF187	ENST00000305943
C22orf42	ENST00000382097
SAMD15	ENST00000216471
SPIN3	ENST00000374919
C10orf128	ENST00000474718
TMEM201	ENST00000340305
IBA57	ENST00000366711
C6orf163	ENST00000388923
FAM83B	ENST00000306858
TECRL	ENST00000381210
TMEM244	ENST00000368143
ZNF311	ENST00000377179
ZIK1	ENST00000597850
ZNF780A	ENST00000595687
FAM102B	ENST00000370035
CLPSL1	ENST00000542261
ACER2	ENST00000340967
ZC3H12B	ENST00000338957
PRAMEF6	ENST00000376189
PRAMEF9	ENST00000376152
RSPH4A	ENST00000229554
SLC10A5	ENST00000518568
ERCC6L2	ENST00000288985
C10orf113	ENST00000534331
SERP2	ENST00000379179
SLC6A17	ENST00000331565
C6orf222	ENST00000437635
GLYATL3	ENST00000371197
C6orf58	ENST00000329722
NUGGC	ENST00000413272
C1QL3	ENST00000298943
MUC21	ENST00000376296
CASC10	ENST00000377113
C10orf120	ENST00000329446
HACD4	ENST00000495827
GOLGA7B	ENST00000370602
FAM26F	ENST00000368605
BCL2L15	ENST00000393316
THEMIS	ENST00000368248
FAM171A1	ENST00000378116
HES5	ENST00000378453
LIPJ	ENST00000371939
C9orf135	ENST00000377197
RAP1B	ENST00000250559
CYP4A22	ENST00000371891
SAMD13	ENST00000370673
METTL21C	ENST00000267273
LDLRAD1	ENST00000371360
C1orf189	ENST00000368525
NCMAP	ENST00000374392
MYBPHL	ENST00000357155
IFIT1B	ENST00000371809
HERPUD1	ENST00000439977
RPS7	ENST00000304921
DSTN	ENST00000474024
SLC9A4	ENST00000295269
SLC13A3	ENST00000290317
ZMAT1	ENST00000372782
TRAPPC2	ENST00000453655
HAUS8	ENST00000448593
MCCD1	ENST00000376191
PNLIPRP3	ENST00000369230
NAA30	ENST00000556492
NMS	ENST00000376865
XKR7	ENST00000562532
ARSH	ENST00000381130
XKR9	ENST00000408926
HNRNPA1L2	ENST00000342657
DEFB121	ENST00000376314
CLEC18B	ENST00000339953
BTBD1	ENST00000261721
RPS8	ENST00000372209
MSL1	ENST00000398532
RNASE13	ENST00000382951
CENPP	ENST00000375587
PRAMEF8	ENST00000357367
PRAMEF7	ENST00000330881
SOGA3	ENST00000556132
ARSI	ENST00000328668
ANO9	ENST00000332826
ZNF302	ENST00000457781
NTRK1	ENST00000368196
MDK	ENST00000359803
ROPN1B	ENST00000251776
NTRK3	ENST00000360948
TRIM61	ENST00000329314
KRTAP5-6	ENST00000382160
MS4A13	ENST00000378186
MYLK4	ENST00000274643
ANKRD20A3	ENST00000254835
ANKRD20A2	ENST00000377601
C1orf146	ENST00000370375
ASB11	ENST00000344384
FAM221B	ENST00000423537
FAM71F2	ENST00000378704
ZSCAN23	ENST00000289788
CFAP157	ENST00000373295
KRTAP5-7	ENST00000398536
CCDC66	ENST00000394672
CENPW	ENST00000368325
SPRN	ENST00000414069
GRAMD2	ENST00000309731
MYPOP	ENST00000322217
ARGFX	ENST00000334384
KRTAP5-3	ENST00000399685
KRTAP5-4	ENST00000399682
KRTAP5-10	ENST00000398531
TYMSOS	ENST00000323813
RGR	ENST00000359452
DPRX	ENST00000376650
DUXA	ENST00000554048
ZNF763	ENST00000343949
NHLRC3	ENST00000379600
SLC25A53	ENST00000357421
ZNF260	ENST00000592282
NUDT17	ENST00000334513
RGMB	ENST00000308234
CTU2	ENST00000312060
DDX60L	ENST00000260184
SPIN4	ENST00000335144
C1orf100	ENST00000308105
FAM209A	ENST00000371328
PLAC9	ENST00000372263
LRRC73	ENST00000372441
RNASE10	ENST00000328444
PABPC1L2A	ENST00000373519
TCEAL5	ENST00000372680
SATL1	ENST00000332921
ZKSCAN2	ENST00000328086
C16orf86	ENST00000403458
COA6	ENST00000366613
UBE2NL	ENST00000370494
KNOP1	ENST00000219837
C9orf152	ENST00000400613
SNX30	ENST00000374232
RPS9	ENST00000302907
SORCS1	ENST00000344440
OR11H12	ENST00000550708
OR2G6	ENST00000343414
OR8U8	ENST00000570574
OR9G9	ENST00000571130
IGFBP3	ENST00000275521
CXorf66	ENST00000370540
PRAMEF5	ENST00000376168
FXR1	ENST00000357559
AWAT1	ENST00000374521
LURAP1	ENST00000371980
HYKK	ENST00000388988
ALG10B	ENST00000308742
FAM53A	ENST00000472884
ZC2HC1B	ENST00000237275
CFAP126	ENST00000367974
PPP1R42	ENST00000324682
NHSL2	ENST00000540800
DCAF12L2	ENST00000538699
AADACL4	ENST00000376221
HNRNPCL1	ENST00000317869
TCTEX1D4	ENST00000372200
CCDC184	ENST00000316554
PRR25	ENST00000301698
TMEM82	ENST00000375782
TRNP1	ENST00000522111
C1orf137	ENST00000369482
FAM209B	ENST00000371325
FAM227A	ENST00000535113
C2orf68	ENST00000306336
PRR23B	ENST00000329447
LRRC26	ENST00000371542
GDPGP1	ENST00000558017
PTX4	ENST00000293922
ZNF793	ENST00000542455
FRRS1	ENST00000287474
VSIG8	ENST00000368100
PTRHD1	ENST00000328379
C17orf97	ENST00000360127
LDLRAD2	ENST00000344642
SRRD	ENST00000215917
SMCO3	ENST00000316048
H3F3C	ENST00000340398
EIF2AK4	ENST00000263791
PLIN5	ENST00000381848
PTCHD4	ENST00000339488
RFPL4B	ENST00000441065
FOXB2	ENST00000376708
FAM47C	ENST00000358047
TMEM225	ENST00000375026
CARMIL2	ENST00000334583
STAP2	ENST00000594605
C8orf58	ENST00000409586
CXorf40B	ENST00000370404
RPS10	ENST00000326199
ANXA2R	ENST00000314890
DCUN1D2	ENST00000478244
SPRR2G	ENST00000368748
IL31	ENST00000377035
FLG2	ENST00000388718
CA7	ENST00000394069
ODF3B	ENST00000329363
USP21	ENST00000368002
SPRR2F	ENST00000468739
ME3	ENST00000393324
PAK4	ENST00000593690
CCDC189	ENST00000543610
FAM132A	ENST00000330388
GLTPD2	ENST00000331264
LAT	ENST00000395456
MRPL22	ENST00000265229
SLX1A	ENST00000251303
RPS11	ENST00000270625
CKMT1A	ENST00000434505
PAGE2B	ENST00000374971
FAM13A	ENST00000395002
BAG5	ENST00000299204
ALG1L	ENST00000340333
HDAC5	ENST00000393622
RTKN	ENST00000272430
UFSP1	ENST00000388761
AURKC	ENST00000302804
PAPSS2	ENST00000456849
DNAJC25	ENST00000313525
RAE1	ENST00000395840
IGSF11	ENST00000393775
TAF9	ENST00000328663
RPS12	ENST00000230050
RPS13	ENST00000228140
KHDC3L	ENST00000370367
ARID3C	ENST00000378909
RFFL	ENST00000394597
SUGP2	ENST00000452918
USP1	ENST00000371146
CT45A1	ENST00000370741
SPRR2B	ENST00000341611
ESCO2	ENST00000305188
PGBD2	ENST00000355360
CT45A3	ENST00000370734
CCDC157	ENST00000338306
CT45A6	ENST00000448053
PRR5	ENST00000432186
CARD16	ENST00000375706
VDR	ENST00000229022
INPP5D	ENST00000455936
DAPL1	ENST00000309950
VMAC	ENST00000339485
C14orf28	ENST00000325192
ZHX1	ENST00000395571
C2orf76	ENST00000409877
CCDC58	ENST00000291458
DCAF8L1	ENST00000441525
FAM78B	ENST00000354422
HSP90AA1	ENST00000334701
YDJC	ENST00000292778
KIAA2026	ENST00000399933
TMEM30B	ENST00000555868
ATP6AP1L	ENST00000439350
HFM1	ENST00000370425
CT83	ENST00000371894
VMA21	ENST00000330374
RNF215	ENST00000382363
FCGR1B	ENST00000369384
H2AFB1	ENST00000354461
H2AFB2	ENST00000354514
ACTBL2	ENST00000423391
SH3PXD2B	ENST00000311601
GNG10	ENST00000374293
KAZN	ENST00000400797
RPS15	ENST00000233609
TPM1	ENST00000403994
CMC4	ENST00000369484
MTCP1	ENST00000369476
PAEP	ENST00000277508
PFKFB2	ENST00000367079
SERBP1	ENST00000370994
PCK2	ENST00000396973
NR3C1	ENST00000343796
KIR2DL5B	ENST00000400846
ADIG	ENST00000537425
GCOM1	ENST00000380569
MYZAP	ENST00000574161
FAHD1	ENST00000382666
PODXL	ENST00000541194
FANCB	ENST00000398334
MURC	ENST00000307584
NME1-NME2	ENST00000393198
RPS15A	ENST00000322989
RPS16	ENST00000251453
PUM1	ENST00000373747
RPS17	ENST00000330339
RPS19	ENST00000598742
RPS20	ENST00000009589
ZNF749	ENST00000334181
ZNF805	ENST00000414468
GOLGA8B	ENST00000342314
IQCB1	ENST00000310864
RPS21	ENST00000343986
SPRR2E	ENST00000368750
FBLIM1	ENST00000441801
ARF1	ENST00000541182
NAV3	ENST00000397909
SBK1	ENST00000341901
GLRA4	ENST00000372617
RGAG4	ENST00000545866
RGPD1	ENST00000559485
MSS51	ENST00000299432
C1orf53	ENST00000367393
ZNF772	ENST00000343280
HES3	ENST00000377898
HIST2H2BF	ENST00000369167
SPATA45	ENST00000332912
C7orf66	ENST00000379007
LRRC66	ENST00000343457
FEZF1	ENST00000442488
NRP1	ENST00000374822
RUNX2	ENST00000371438
XCR1	ENST00000309285
CANX	ENST00000452673
ASPDH	ENST00000376916
LIN52	ENST00000555028
ACTL10	ENST00000330271
LRRC24	ENST00000533758
C1orf68	ENST00000368775
FBXO48	ENST00000377957
APLP1	ENST00000221891
BCL7A	ENST00000261822
RNASE12	ENST00000556526
TNRC6B	ENST00000301923
CD82	ENST00000342935
CBWD5	ENST00000377395
ARPC4	ENST00000498623
RPS23	ENST00000296674
RPS14	ENST00000407193
CELF2	ENST00000315874
MBP	ENST00000382582
ABCF1	ENST00000326195
CSN1S1	ENST00000444405
CES1	ENST00000360526
CTRB2	ENST00000303037
KPRP	ENST00000368773
CLLU1OS	ENST00000378487
CLLU1	ENST00000378485
TSPAN4	ENST00000397406
DUT	ENST00000331200
CXorf65	ENST00000374251
C3orf70	ENST00000335012
DPPA5	ENST00000370370
IFITM5	ENST00000382614
RAB12	ENST00000329286
ANO6	ENST00000320560
AARD	ENST00000378279
VEGFA	ENST00000372067
AMPD3	ENST00000396553
AMMECR1	ENST00000372059
SCGB2B2	ENST00000379204
ARHGAP24	ENST00000395184
TTLL3	ENST00000547186
RPS25	ENST00000527673
RPS26	ENST00000552361
SLC35F1	ENST00000360388
KCTD21	ENST00000340067
FBXO43	ENST00000428847
NANOS2	ENST00000341294
C6orf120	ENST00000332290
KIAA1755	ENST00000279024
DBX1	ENST00000227256
PLAC8L1	ENST00000311450
SOWAHB	ENST00000334306
RSPO4	ENST00000217260
REP15	ENST00000310791
RGS7BP	ENST00000334025
SFMBT2	ENST00000397167
CIB4	ENST00000288861
AHDC1	ENST00000374011
C2orf71	ENST00000331664
PLEKHG1	ENST00000367328
CPTP	ENST00000343938
PFN3	ENST00000358571
FAM24A	ENST00000368894
PGAM4	ENST00000458128
CDNF	ENST00000465530
DCAF4L1	ENST00000333141
ZNF181	ENST00000459757
RPS27	ENST00000368567
RPS29	ENST00000396020
CPLX3	ENST00000395018
AP2B1	ENST00000312678
AP1G1	ENST00000393512
NPS	ENST00000398023
OPN4	ENST00000372071
ARHGAP5	ENST00000345122
PLPP4	ENST00000398250
SAMD5	ENST00000367474
SPN	ENST00000360121
CERKL	ENST00000410087
RPS28	ENST00000600659
COX19	ENST00000344111
SPDYE2	ENST00000507918
ZNF451	ENST00000370706
ZNF816	ENST00000357666
CYB5RL	ENST00000419823
RUNX3	ENST00000399916
SRSF7	ENST00000313117
PLAA	ENST00000397292
SCMH1	ENST00000402904
RBFOX2	ENST00000405409
PRPF40B	ENST00000548825
NT5DC3	ENST00000392876
SEMA5B	ENST00000357599
ELP6	ENST00000296149
RNLS	ENST00000331772
KLHL7	ENST00000339077
ERGIC1	ENST00000393784
TRMT11	ENST00000334379
MCUR1	ENST00000379170
DDX59	ENST00000331314
C19orf12	ENST00000392278
FDX1L	ENST00000393708
CCDC78	ENST00000293889
TMEM150A	ENST00000334462
ASB9	ENST00000380488
C12orf40	ENST00000324616
BOLA2	ENST00000330978
RAB40AL	ENST00000218249
KCNU1	ENST00000399881
SERPINB8	ENST00000397988
INSC	ENST00000379554
ACCSL	ENST00000378832
MMP28	ENST00000250144
ZNF207	ENST00000394673
MINOS1	ENST00000322753
ZNF226	ENST00000454662
SULT6B1	ENST00000260637
PLGLB1	ENST00000355705
ADGRG6	ENST00000296932
RAB41	ENST00000276066
OAS2	ENST00000449768
CBFA2T2	ENST00000342704
RRM1	ENST00000300738
RPAIN	ENST00000381209
DEFB135	ENST00000382208
DEFB136	ENST00000382209
FAIM	ENST00000393035
C17orf62	ENST00000306645
MYCL	ENST00000397332
MACROD2	ENST00000402914
NGRN	ENST00000379095
SAR1B	ENST00000439578
CSTF1	ENST00000217109
BABAM1	ENST00000359435
TOM1L2	ENST00000581396
FAM229B	ENST00000368656
DUSP28	ENST00000343217
SGK3	ENST00000521198
CABP1	ENST00000316803
ZNF404	ENST00000587539
ZNF704	ENST00000327835
DCLRE1C	ENST00000453695
RRM2	ENST00000304567
ERP29	ENST00000455836
HIST2H4B	ENST00000369165
SLC25A52	ENST00000269205
ALDH1L2	ENST00000258494
SSX4B	ENST00000376884
ITPRIPL2	ENST00000381440
PTCHD3	ENST00000438700
GALNTL6	ENST00000506823
FAM134B	ENST00000306320
SMOC1	ENST00000381280
SORBS1	ENST00000361941
RYR2	ENST00000366574
C18orf32	ENST00000318240
SRA1	ENST00000336283
FAM102A	ENST00000373095
POMC	ENST00000380794
RPL41	ENST00000546591
GTF3C2	ENST00000264720
RYR3	ENST00000389232
SCN1B	ENST00000262631
NRCAM	ENST00000425651
CYS1	ENST00000381813
ACOT1	ENST00000311148
ACOT6	ENST00000381139
FAM220A	ENST00000313324
FOXK1	ENST00000328914
MAJIN	ENST00000301896
ZNF829	ENST00000391711
GGPS1	ENST00000358966
EIF3B	ENST00000360876
CMTM5	ENST00000382809
BCO2	ENST00000526088
PALM2	ENST00000374531
CNGA4	ENST00000379936
TRIM16L	ENST00000395671
SMIM21	ENST00000579022
HELZ2	ENST00000467148
DEFB112	ENST00000322246
DEFB114	ENST00000322066
DEFB124	ENST00000317676
HEPN1	ENST00000408930
GATSL3	ENST00000407689
DEFB107A	ENST00000335021
C12orf74	ENST00000397833
